,aggregate,predictions,Scaling_1,residuals,hour_cosin,minute_cosin,Attack_Belief,NonAttack_Belief,Targets
132,0.07938636,0.096157596,0.115487315,0.016771233,-0.70710677,1.0,1.0,1.6511345e-08,1
133,0.079537876,0.10030647,0.11570773,0.02076859,-0.7518398,2.8327693e-16,1.0,1.3990751e-08,1
134,0.09277272,0.099644355,0.13496113,0.0068716276,-0.7933533,-1.0,1.0,8.191579e-09,1
135,0.09046455,0.09756389,0.13160332,0.0070993397,-0.8314696,-1.8369701e-16,1.0,4.0876144e-10,1
136,0.08815637,0.10181272,0.12824549,0.013656346,-0.8660254,1.0,1.0,2.1079719e-10,1
137,0.0858482,0.10670271,0.12488767,0.020854512,-0.89687276,2.8327693e-16,1.0,1.2883077e-09,1
138,0.08354002,0.10511239,0.12152985,0.02157236,-0.9238795,-1.0,0.9999999,1.2022143e-07,1
139,0.08123184,0.096371345,0.11817202,0.015139503,-0.9469301,-1.8369701e-16,1.0,4.25646e-09,1
140,0.078923665,0.09927621,0.11481421,0.020352546,-0.9659258,1.0,1.0,4.30624e-09,1
141,0.078893945,0.104802534,0.114770964,0.025908591,-0.98078525,2.8327693e-16,1.0,7.801208e-09,1
142,0.07880916,0.103027694,0.11464763,0.024218533,-0.9914449,-1.0,0.9999993,7.554546e-07,1
143,0.07867424,0.0939596,0.114451356,0.015285357,-0.99785894,-1.8369701e-16,1.0,9.5326955e-09,1
144,0.078923665,0.097960405,0.11481421,0.01903674,-1.0,1.0,1.0,3.232436e-09,1
145,0.0787803,0.1048845,0.11460565,0.026104197,-0.99785894,2.8327693e-16,1.0,9.951174e-09,1
146,0.078877866,0.10218754,0.11474757,0.023309676,-0.9914449,-1.0,0.9999993,7.744281e-07,1
147,0.07882442,0.092635065,0.11466984,0.0138106365,-0.98078525,-1.8369701e-16,1.0,7.814849e-09,1
148,0.07867939,0.09782999,0.114458844,0.0191506,-0.9659258,1.0,1.0,5.033285e-09,1
149,0.07839098,0.10344146,0.07839098,0.025050482,-0.9469301,2.8327693e-16,5.071678e-09,1.0,0
150,0.078699246,0.10282308,0.07869925,0.02412383,-0.9238795,-1.0,1.0194774e-09,1.0,0
151,0.110618316,0.092224725,0.11061832,0.01839359,-0.89687276,-1.8369701e-16,2.0098618e-09,1.0,0
152,0.107628495,0.10975979,0.1076285,0.0021313014,-0.8660254,1.0,1.7543562e-10,1.0,0
153,0.10463868,0.11782916,0.10463868,0.0131904725,-0.8314696,2.8327693e-16,4.112261e-11,1.0,0
154,0.10164886,0.118626945,0.10164885,0.016978085,-0.7933533,-1.0,4.11653e-11,1.0,0
155,0.07900763,0.10771925,0.07900763,0.028711617,-0.7518398,-1.8369701e-16,3.3913525e-09,1.0,0
156,0.07921212,0.10240333,0.07921212,0.023191208,-0.70710677,1.0,3.4466757e-10,1.0,0
157,0.11989893,0.10858128,0.11989894,0.011317656,-0.6593458,2.8327693e-16,1.08066264e-10,1.0,0
158,0.16058575,0.12437684,0.16058575,0.036208905,-0.6087614,-1.0,4.6514195e-11,1.0,0
159,0.20127256,0.13750595,0.20127256,0.063766606,-0.55557024,-1.8369701e-16,4.9503973e-12,1.0,0
160,0.24195936,0.17795767,0.24195938,0.0640017,-0.5,1.0,7.4186287e-22,1.0,0
161,0.28264618,0.22333044,0.28264618,0.059315763,-0.4422887,2.8327693e-16,6.661212e-22,1.0,0
162,0.323333,0.25435698,0.323333,0.06897601,-0.38268343,-1.0,1.7967427e-23,1.0,0
163,0.36401978,0.27802682,0.36401978,0.085993,-0.32143947,-1.8369701e-16,4.0607385e-27,1.0,0
164,0.4047066,0.31885266,0.4047066,0.08585396,-0.25881904,1.0,3.7618255e-32,1.0,0
165,0.44539344,0.34691727,0.4453934,0.09847616,-0.19509032,2.8327693e-16,1.7826328e-36,1.0,0
166,0.48608023,0.3693014,0.48608023,0.11677883,-0.13052619,-1.0,5.091568e-39,1.0,0
167,0.5267671,0.39666227,0.5267671,0.13010481,-0.065403126,-1.8369701e-16,3.00612e-40,1.0,0
168,0.56745386,0.42740428,0.56745386,0.14004958,-1.8369701e-16,1.0,2.649361e-32,1.0,0
169,0.6081407,0.4857532,0.6081407,0.12238743,0.065403126,2.8327693e-16,0.0,1.0,0
170,0.64882755,0.48956156,0.6488275,0.15926595,0.13052619,-1.0,0.0,1.0,0
171,0.68951434,0.51554054,0.6895143,0.17397375,0.19509032,-1.8369701e-16,0.0,1.0,0
172,0.7302011,0.5374838,0.7302011,0.19271731,0.25881904,1.0,0.0,1.0,0
173,0.770888,0.62202793,0.770888,0.14886,0.32143947,2.8327693e-16,0.0,1.0,0
174,0.81157476,0.61006486,0.81157476,0.20150988,0.38268343,-1.0,0.0,1.0,0
175,0.85226154,0.6337229,0.8522616,0.21853864,0.4422887,-1.8369701e-16,0.0,1.0,0
176,0.8719972,0.64165556,0.8719972,0.23034163,0.5,1.0,0.0,1.0,0
177,0.8917329,0.7722463,0.8917328,0.11948652,0.55557024,2.8327693e-16,0.0,1.0,0
178,0.673697,0.7243386,0.673697,0.05064163,0.6087614,-1.0,0.0,1.0,0
179,0.5886251,0.5985241,0.58862495,0.0098991,0.6593458,-1.8369701e-16,0.0,1.0,0
180,0.50355303,0.52595806,0.50355303,0.02240503,0.70710677,1.0,0.0,1.0,0
181,0.5946183,0.49486312,0.5946183,0.099755175,0.7518398,2.8327693e-16,0.0,1.0,0
182,0.6529017,0.48360783,0.65290165,0.16929382,0.7933533,-1.0,0.0,1.0,0
183,0.6086542,0.5099244,0.6086542,0.0987298,0.8314696,-1.8369701e-16,0.0,1.0,0
184,0.5960758,0.48859942,0.5960758,0.10747635,0.8660254,1.0,0.0,1.0,0
185,0.58387977,0.50002885,0.5838797,0.0838508,0.89687276,2.8327693e-16,0.0,1.0,0
186,0.5714286,0.43909562,0.57142854,0.13233292,0.9238795,-1.0,0.0,1.0,0
187,0.5571364,0.44289374,0.55713636,0.11424262,0.9469301,-1.8369701e-16,0.0,1.0,0
188,0.5889016,0.43992844,0.5889015,0.14897306,0.9659258,1.0,0.0,1.0,0
189,0.6951053,0.47451514,0.69510525,0.22059013,0.98078525,2.8327693e-16,0.0,1.0,0
190,0.79628325,0.46746153,0.7962832,0.32882166,0.9914449,-1.0,0.0,1.0,0
191,0.8974612,0.52879673,0.8974612,0.3686644,0.99785894,-1.8369701e-16,0.0,1.0,0
192,0.9986391,0.5835108,0.9986391,0.4151283,1.0,1.0,0.0,1.0,0
193,1.099817,0.7203784,1.099817,0.37943864,0.99785894,2.8327693e-16,0.0,1.0,0
194,1.200995,0.63309574,1.200995,0.5678992,0.9914449,-1.0,0.0,1.0,0
195,1.3021729,0.7843803,1.3021729,0.51779264,0.98078525,-1.8369701e-16,0.0,1.0,0
196,1.2111878,0.9956063,1.211188,0.21558161,0.9659258,1.0,0.0,1.0,0
197,1.141,1.5189654,1.141,0.3779654,0.9469301,2.8327693e-16,0.0,1.0,0
198,0.986812,1.2999849,0.98681206,0.313173,0.9238795,-1.0,0.0,1.0,0
199,0.9031516,1.1352631,0.9031515,0.23211159,0.89687276,-1.8369701e-16,0.0,1.0,0
200,0.8340448,0.97223425,0.83404475,0.13818952,0.8660254,1.0,0.0,1.0,0
201,0.76681346,0.7471415,0.76681346,0.019671932,0.8314696,2.8327693e-16,0.0,1.0,0
202,0.74416417,0.50046927,0.7441642,0.24369492,0.7933533,-1.0,0.0,1.0,0
203,0.6968196,0.54699737,0.69681954,0.14982218,0.7518398,-1.8369701e-16,0.0,1.0,0
204,0.6183158,0.5503941,0.6183158,0.067921735,0.70710677,1.0,0.0,1.0,0
205,0.47418797,0.45172188,0.47418797,0.02246607,0.6593458,2.8327693e-16,0.0,1.0,0
206,0.4116466,0.3454239,0.4116466,0.06622272,0.6087614,-1.0,0.0,1.0,0
207,0.38497728,0.3870036,0.38497725,0.0020262974,0.55557024,-1.8369701e-16,0.0,1.0,0
208,0.38285077,0.40994188,0.38285074,0.027091132,0.5,1.0,0.0,1.0,0
209,0.38388723,0.3625659,0.3838872,0.021321317,0.4422887,2.8327693e-16,0.0,1.0,0
210,0.38454887,0.33846015,0.38454887,0.046088755,0.38268343,-1.0,0.0,1.0,0
211,0.38425565,0.39836478,0.38425562,0.014109141,0.32143947,-1.8369701e-16,0.0,1.0,0
212,0.42920896,0.4299758,0.42920893,0.0007668448,0.25881904,1.0,0.0,1.0,0
213,0.4747444,0.40146756,0.47474435,0.0732768,0.19509032,2.8327693e-16,0.0,1.0,0
214,0.44806767,0.4069421,0.44806767,0.04112557,0.13052619,-1.0,0.0,1.0,0
215,0.38266665,0.4523633,0.38266665,0.06969667,0.065403126,-1.8369701e-16,6.84719e-40,1.0,0
216,0.39193234,0.44517368,0.3919323,0.053241372,6.123234e-17,1.0,1.7432386e-29,1.0,0
217,0.39605302,0.42266136,0.39605302,0.0266083,-0.065403126,2.8327693e-16,2.43985e-39,1.0,0
218,0.39546618,0.42200828,0.39546615,0.026542112,-0.13052619,-1.0,1.3752274e-37,1.0,0
219,0.38901526,0.47902396,0.38901526,0.09000869,-0.19509032,-1.8369701e-16,1.488734e-39,1.0,0
220,0.4328106,0.48013908,0.4328106,0.0473285,-0.25881904,1.0,1.5675e-41,1.0,0
221,0.85468185,0.50300235,0.85468185,0.35167944,-0.32143947,2.8327693e-16,0.0,1.0,0
222,0.6720758,0.62096417,0.6720758,0.05111159,-0.38268343,-1.0,0.0,1.0,0
223,0.6951756,0.5872524,0.6951756,0.107923165,-0.4422887,-1.8369701e-16,0.0,1.0,0
224,1.2062241,0.6055047,1.2062241,0.60071945,-0.5,1.0,0.0,1.0,0
225,1.7172726,0.70844024,1.7172728,1.0088325,-0.55557024,2.8327693e-16,0.0,1.0,0
226,1.0629313,0.75626874,1.0629313,0.30666256,-0.6087614,-1.0,0.0,1.0,0
227,1.0584394,0.6735781,1.0584394,0.38486126,-0.6593458,-1.8369701e-16,0.0,1.0,0
228,0.7476515,0.72028,0.7476515,0.027371515,-0.70710677,1.0,0.0,1.0,0
229,0.36283582,0.5823465,0.36283582,0.21951069,-0.7518398,2.8327693e-16,1.1384e-41,1.0,0
230,0.6023793,0.4111514,0.6023793,0.19122788,-0.7933533,-1.0,1.6886958e-37,1.0,0
231,0.84192276,0.63451403,0.8419227,0.20740873,-0.8314696,-1.8369701e-16,0.0,1.0,0
232,1.0814661,0.7041472,1.0814662,0.37731898,-0.8660254,1.0,0.0,1.0,0
233,0.48807633,0.75384897,0.48807633,0.26577267,-0.89687276,2.8327693e-16,0.0,1.0,0
234,0.54802257,0.53229105,0.54802257,0.015731506,-0.9238795,-1.0,0.0,1.0,0
235,0.59368944,0.64634234,0.59368944,0.052652948,-0.9469301,-1.8369701e-16,0.0,1.0,0
236,0.50373685,0.65069413,0.50373685,0.14695726,-0.9659258,1.0,1.2751336e-35,1.0,0
237,0.36877862,0.53248024,0.36877862,0.16370162,-0.98078525,2.8327693e-16,1.8e-44,1.0,0
238,0.36704615,0.44499153,0.36704615,0.07794538,-0.9914449,-1.0,1.26651545e-33,1.0,0
239,0.36598486,0.48544556,0.36598486,0.11946068,-0.99785894,-1.8369701e-16,1.6e-43,1.0,0
240,0.36551145,0.47630408,0.36551142,0.1107926,-1.0,1.0,9.84713e-26,1.0,0
241,0.42922136,0.41836,0.42922136,0.010861354,-0.99785894,2.8327693e-16,0.0,1.0,0
242,0.4529015,0.48077583,0.4529015,0.027874313,-0.9914449,-1.0,3.31756e-40,1.0,0
243,0.4031832,0.5125379,0.4031832,0.10935469,-0.98078525,-1.8369701e-16,0.0,1.0,0
244,0.36589473,0.47971544,0.3658947,0.1138207,-0.9659258,1.0,5.0760278e-26,1.0,0
245,0.3648092,0.40179208,0.36480913,0.03698292,-0.9469301,2.8327693e-16,1.28081e-40,1.0,0
246,0.36530533,0.42005894,0.36530533,0.054753598,-0.9238795,-1.0,1.7290301e-32,1.0,0
247,0.3656565,0.43770874,0.36565647,0.072052255,-0.89687276,-1.8369701e-16,5.4044e-41,1.0,0
248,0.25742427,0.43943778,0.25742424,0.18201354,-0.8660254,1.0,6.180093e-18,1.0,0
249,0.41458333,0.32977125,0.41458333,0.08481211,-0.8314696,2.8327693e-16,2.810384e-38,1.0,0
250,0.4527143,0.45550808,0.45271426,0.0027937943,-0.7933533,-1.0,5.925e-42,1.0,0
251,0.22758333,0.4857443,0.22758333,0.25816098,-0.7518398,-1.8369701e-16,2.6172645e-26,1.0,0
252,0.36870453,0.35263002,0.36870453,0.016074525,-0.70710677,1.0,7.732026e-32,1.0,0
253,0.79348093,0.43264163,0.793481,0.36083928,-0.6593458,2.8327693e-16,0.0,1.0,0
254,0.5719546,0.63767606,0.57195455,0.06572152,-0.6087614,-1.0,0.0,1.0,0
255,0.7821743,0.5501361,0.7821743,0.23203814,-0.55557024,-1.8369701e-16,0.0,1.0,0
256,0.6657652,0.65878403,0.66576517,0.006981122,-0.5,1.0,0.0,1.0,0
257,0.72325796,0.6055032,0.72325796,0.11775472,-0.4422887,2.8327693e-16,0.0,1.0,0
258,0.78075075,0.647689,0.7807507,0.13306169,-0.38268343,-1.0,0.0,1.0,0
259,0.8382435,0.6708267,0.8382435,0.16741678,-0.32143947,-1.8369701e-16,0.0,1.0,0
260,0.8957363,0.68136066,0.8957363,0.21437557,-0.25881904,1.0,0.0,1.0,0
261,0.95322907,0.7534311,0.953229,0.19979791,-0.19509032,2.8327693e-16,0.0,1.0,0
262,0.638163,0.77874887,0.638163,0.14058591,-0.13052619,-1.0,0.0,1.0,0
263,1.1142154,0.6339754,1.1142154,0.48024,-0.065403126,-1.8369701e-16,0.0,1.0,0
264,1.7593359,0.81639504,1.7593359,0.94294083,-1.8369701e-16,1.0,0.0,1.0,0
265,1.6411239,1.1399695,1.641124,0.50115454,0.065403126,2.8327693e-16,0.0,1.0,0
